     n, heap_cmp, heap_swaps, heap_time
 71063,  5533750,    1082639,      7522
 71064,  5534134,    1082732,      7499
 71065,  5533429,    1082551,      7520
 71066,  5533803,    1082604,      7496
 71067,  5533890,    1082617,      7526
 71068,  5534518,    1082793,      7516
 71069,  5534500,    1082803,      7521
 71070,  5534379,    1082742,      7500
 71071,  5534449,    1082744,      7542
 71072,  5534744,    1082861,      7515
 71073,  5533920,    1082617,      7513
 71074,  5534792,    1082839,      7515
 71075,  5534898,    1082858,      7524
 71076,  5534888,    1082862,      7506
 71077,  5534282,    1082687,      7519
 71078,  5535266,    1082960,      7495
 71079,  5534500,    1082757,      7525
 71080,  5535886,    1083067,      7486
 71081,  5535818,    1083090,      7512
 71082,  5535085,    1082864,      7499
 71083,  5534999,    1082854,      7514
 71084,  5535305,    1082909,      9245
 71085,  5536153,    1083187,      9278
 71086,  5534663,    1082713,      8651
 71087,  5536432,    1083206,      8068
 71088,  5535910,    1083036,      7882
 71089,  5536249,    1083154,      9324
 71090,  5536113,    1083096,      7538
 71091,  5536211,    1083090,      7686
 71092,  5537012,    1083326,      7508
 71093,  5536366,    1083180,      7501
 71094,  5536229,    1083095,      7509
 71095,  5536251,    1083072,      7596
 71096,  5537504,    1083395,      8319
 71097,  5537317,    1083349,      7784
 71098,  5536962,    1083302,      8853
 71099,  5538049,    1083531,      8471
 71100,  5537329,    1083331,     10409
 71101,  5537389,    1083365,      7782
 71102,  5537440,    1083357,      8040
 71103,  5537381,    1083369,      7574
 71104,  5538386,    1083597,      8873
 71105,  5537524,    1083403,      7568
 71106,  5537332,    1083349,      9424
 71107,  5538309,    1083549,      7565
 71108,  5538280,    1083553,      9491
 71109,  5538284,    1083580,      7521
 71110,  5537760,    1083413,      7504
 71111,  5537632,    1083384,      7583
 71112,  5537924,    1083449,      9498
 71113,  5538178,    1083502,      7510
 71114,  5538254,    1083551,      8260
 71115,  5537801,    1083439,      7553
 71116,  5538621,    1083570,     12422
 71117,  5537217,    1083241,      9091
 71118,  5538240,    1083446,      7524
 71119,  5538309,    1083513,      9079
 71120,  5538990,    1083670,      7517
 71121,  5538952,    1083658,      7739
 71122,  5539131,    1083681,      7600
 71123,  5538982,    1083693,      8621
 71124,  5539044,    1083669,     21170
 71125,  5539109,    1083681,      7521
 71126,  5539746,    1083824,      7525
 71127,  5539780,    1083866,      7529
 71128,  5540047,    1083867,      7549
 71129,  5539057,    1083631,      8391
 71130,  5539526,    1083749,      9761
 71131,  5540020,    1083912,      7554
 71132,  5539649,    1083774,      8432
 71133,  5539425,    1083701,      8327
 71134,  5540378,    1083923,      9125
 71135,  5539514,    1083729,      7606
 71136,  5538985,    1083563,      7632
 71137,  5540303,    1083900,      7629
 71138,  5540565,    1083995,      9133
 71139,  5540931,    1084084,      8499
 71140,  5540992,    1084069,      8884
 71141,  5541319,    1084149,      8248
 71142,  5541545,    1084178,      9151
 71143,  5541102,    1084067,      8249
 71144,  5540153,    1083860,      8088
 71145,  5541033,    1084053,      7800
 71146,  5541360,    1084129,      7871
 71147,  5540753,    1083981,      7578
 71148,  5541018,    1084068,      9167
 71149,  5541331,    1084142,      8516
 71150,  5541290,    1084109,      8934
 71151,  5541058,    1084056,      8018
 71152,  5542106,    1084355,      8743
 71153,  5540796,    1083974,      8183
 71154,  5541079,    1084023,      8060
 71155,  5541587,    1084173,      7877
 71156,  5541743,    1084218,      8784
 71157,  5542034,    1084244,      8684
 71158,  5541970,    1084234,      8733
 71159,  5542060,    1084272,      8662
 71160,  5542200,    1084264,      8939
 71161,  5541592,    1084167,      8390
 71162,  5541982,    1084228,      7952
 71163,  5541645,    1084123,      8997
 71164,  5543154,    1084531,      8706
 71165,  5542749,    1084394,      9838
 71166,  5541877,    1084203,      8207
 71167,  5542463,    1084329,      9815
 71168,  5541912,    1084152,      7614
 71169,  5542726,    1084344,      8897
 71170,  5542982,    1084455,      7634
 71171,  5543162,    1084462,      7770
 71172,  5543335,    1084553,      7605
 71173,  5542206,    1084238,      9128
 71174,  5543422,    1084507,      7629
 71175,  5543585,    1084592,      8708
 71176,  5543711,    1084626,      7509
 71177,  5544357,    1084745,      9539
 71178,  5543966,    1084648,      7533
 71179,  5543499,    1084516,      9322
 71180,  5543779,    1084558,      8988
 71181,  5544611,    1084768,     13200
 71182,  5543806,    1084575,      8121
 71183,  5543987,    1084642,      7504
 71184,  5543530,    1084520,      8113
 71185,  5544311,    1084718,      7516
 71186,  5544469,    1084739,      7799
 71187,  5544698,    1084817,      8336
 71188,  5544098,    1084689,      7811
 71189,  5543806,    1084571,      8622
 71190,  5544771,    1084807,      8381
 71191,  5545003,    1084897,      7867
 71192,  5544588,    1084739,      8552
 71193,  5545345,    1084929,      8098
 71194,  5544540,    1084714,      9854
 71195,  5545816,    1085030,      8590
 71196,  5545809,    1084993,      7987
 71197,  5545222,    1084869,      7496
 71198,  5545536,    1084922,      7515
 71199,  5545899,    1085026,      7953
 71200,  5545780,    1084985,      7603
 71201,  5546581,    1085212,      7654
 71202,  5546087,    1085077,      8425
 71203,  5545919,    1085034,      8489
 71204,  5546328,    1085103,      8282
 71205,  5545947,    1085001,      7560
 71206,  5546039,    1085006,      7634
 71207,  5546106,    1085057,      8162
 71208,  5545777,    1084944,      7860
 71209,  5547074,    1085297,      8878
 71210,  5546444,    1085147,      7761
 71211,  5546818,    1085238,      8446
 71212,  5546357,    1085097,      8048
 71213,  5547480,    1085387,      8898
 71214,  5546653,    1085153,      8532
 71215,  5547177,    1085280,      7961
 71216,  5547524,    1085387,      7739
 71217,  5547841,    1085445,      8119
 71218,  5546800,    1085222,      7545
 71219,  5547786,    1085387,      7532
 71220,  5546701,    1085160,      7530
 71221,  5547504,    1085353,      7530
 71222,  5547130,    1085188,      7519
 71223,  5547612,    1085343,      9898
 71224,  5547468,    1085358,      7554
 71225,  5547506,    1085315,      9936
 71226,  5547955,    1085400,      9148
 71227,  5548427,    1085499,      8307
 71228,  5548193,    1085488,      8241
 71229,  5547647,    1085309,      7599
 71230,  5548545,    1085538,      7958
 71231,  5548731,    1085628,      8419
 71232,  5548615,    1085581,      8787
 71233,  5548707,    1085553,      7530
 71234,  5548957,    1085699,      9645
 71235,  5548089,    1085439,      7527
 71236,  5548774,    1085635,      7906
 71237,  5548162,    1085431,      7977
 71238,  5549617,    1085811,      8503
 71239,  5548817,    1085590,      7752
 71240,  5548157,    1085446,      8745
 71241,  5548920,    1085590,      7530
 71242,  5549289,    1085644,      8337
 71243,  5549993,    1085864,      7515
 71244,  5549569,    1085763,      7695
 71245,  5549796,    1085800,      7540
 71246,  5550214,    1085872,     10188
 71247,  5550190,    1085880,      7539
 71248,  5549495,    1085694,      7525
 71249,  5549048,    1085588,      8551
 71250,  5550811,    1086037,      7534
 71251,  5549504,    1085732,      8208
 71252,  5550129,    1085867,      7532
 71253,  5550252,    1085872,      7991
 71254,  5550433,    1085888,      7538
 71255,  5549514,    1085637,      8001
 71256,  5550442,    1085854,      7542
 71257,  5551258,    1086113,      8278
 71258,  5550923,    1086045,      7523
 71259,  5550559,    1085966,      8410
 71260,  5550414,    1085898,      7562
 71261,  5550532,    1085896,      8763
 71262,  5551748,    1086168,      8496
 71263,  5551585,    1086127,      8312
 71264,  5550702,    1085899,      7546
 71265,  5550338,    1085810,      7988
 71266,  5551073,    1086002,      7526
 71267,  5551561,    1086140,      8614
 71268,  5551813,    1086156,      7542
 71269,  5551540,    1086126,      8651
 71270,  5551299,    1086042,      7555
 71271,  5551634,    1086163,      8507
 71272,  5551632,    1086103,      7554
 71273,  5551389,    1086081,      7602
 71274,  5552586,    1086339,      7613
 71275,  5552131,    1086220,      8242
 71276,  5552165,    1086245,      7670
 71277,  5552350,    1086246,      8369
 71278,  5551937,    1086169,      7981
 71279,  5552910,    1086434,      7987
 71280,  5551898,    1086180,      7602
 71281,  5552568,    1086324,      7548
 71282,  5553174,    1086491,      7842
 71283,  5553916,    1086676,      7536
 71284,  5553002,    1086404,     10620
 71285,  5553273,    1086523,      7716
 71286,  5553518,    1086517,      8414
 71287,  5552508,    1086253,      7563
 71288,  5553322,    1086499,      9231
 71289,  5553890,    1086659,      7721
 71290,  5553133,    1086407,      7909
 71291,  5553586,    1086522,      9331
 71292,  5553282,    1086436,      7578
 71293,  5553254,    1086402,      7534
 71294,  5553341,    1086473,      8618
 71295,  5553589,    1086567,      7528
 71296,  5554138,    1086614,      7840
 71297,  5553961,    1086598,      7573
 71298,  5554051,    1086588,      8468
 71299,  5553937,    1086576,      8083
 71300,  5553814,    1086556,      8359
 71301,  5554786,    1086809,      7554
 71302,  5553962,    1086565,      8802
 71303,  5554682,    1086758,      7558
 71304,  5554714,    1086740,      9112
 71305,  5554727,    1086773,      7612
 71306,  5554961,    1086780,      8322
 71307,  5554309,    1086635,      7533
 71308,  5554900,    1086741,      7726
 71309,  5554647,    1086731,      9190
 71310,  5554713,    1086686,      8356
 71311,  5555122,    1086870,      7542
 71312,  5554739,    1086715,      8817
 71313,  5555807,    1086975,      7547
 71314,  5555245,    1086827,      8081
 71315,  5555640,    1086935,      7542
 71316,  5554898,    1086738,      9237
 71317,  5555385,    1086855,      7538
 71318,  5555658,    1086942,      9513
 71319,  5555349,    1086817,      9607
 71320,  5556157,    1087022,      9335
 71321,  5556404,    1087085,      7530
 71322,  5556329,    1087083,      9115
 71323,  5556378,    1087094,      8738
 71324,  5556494,    1087109,      9280
 71325,  5556429,    1087073,      7930
 71326,  5556318,    1087043,      8566
 71327,  5557042,    1087226,      7954
 71328,  5555863,    1086943,      8740
 71329,  5556692,    1087077,      7990
 71330,  5557533,    1087329,      7550
 71331,  5557137,    1087251,      7552
 71332,  5556483,    1087114,      8314
 71333,  5556508,    1087119,      7561
 71334,  5557394,    1087262,      8720
 71335,  5557359,    1087273,      7551
 71336,  5558258,    1087490,      8153
 71337,  5556825,    1087115,      7593
 71338,  5557145,    1087195,      9595
 71339,  5557840,    1087414,      9507
 71340,  5558097,    1087430,      9509
 71341,  5557369,    1087225,      9411
 71342,  5557958,    1087408,      8389
 71343,  5557534,    1087279,      8810
 71344,  5558280,    1087477,      7696
 71345,  5557570,    1087300,      8648
 71346,  5557945,    1087448,      8686
 71347,  5557415,    1087268,      9347
 71348,  5558881,    1087595,      7533
 71349,  5557768,    1087265,      8947
 71350,  5558189,    1087382,      7513
 71351,  5558652,    1087527,      8416
 71352,  5558832,    1087536,      7541
 71353,  5558810,    1087556,      8311
 71354,  5559109,    1087615,      8558
 71355,  5558783,    1087538,      7726
 71356,  5559365,    1087649,     15370
 71357,  5558916,    1087595,     25102
 71358,  5560526,    1088008,      7775
 71359,  5558887,    1087506,      7927
 71360,  5560083,    1087776,      8285
 71361,  5560155,    1087854,      7594
 71362,  5559913,    1087763,      8322
 71363,  5559191,    1087573,      7565
 71364,  5559357,    1087642,      9887
 71365,  5559210,    1087574,     15860
 71366,  5558744,    1087482,      7891
 71367,  5559491,    1087626,     10875
 71368,  5560137,    1087826,      7695
 71369,  5559258,    1087586,     10567
 71370,  5560330,    1087885,      8074
 71371,  5560339,    1087855,      8226
 71372,  5560593,    1087902,      7588
 71373,  5560391,    1087812,      8956
 71374,  5561202,    1088054,      9588
 71375,  5560685,    1087918,      9965
 71376,  5560654,    1087940,      7557
 71377,  5561022,    1088005,      8854
 71378,  5561432,    1088098,     10964
 71379,  5561078,    1087995,      7547
 71380,  5561008,    1087987,      8708
 71381,  5561157,    1088034,      7726
 71382,  5560633,    1087922,      8296
 71383,  5560222,    1087722,      7820
 71384,  5561605,    1088066,      7650
 71385,  5561976,    1088159,      8244
 71386,  5561730,    1088126,      7571
 71387,  5561214,    1088008,      7993
 71388,  5561673,    1088093,      7665
 71389,  5561413,    1088028,      9085
 71390,  5561859,    1088142,     13817
 71391,  5561624,    1088033,      7546
 71392,  5561434,    1088010,      7533
 71393,  5562613,    1088321,      7562
 71394,  5561969,    1088137,      8723
 71395,  5562264,    1088177,     16733
 71396,  5563006,    1088402,     20347
 71397,  5562448,    1088255,     13329
 71398,  5562585,    1088304,      7552
 71399,  5562916,    1088382,      7947
 71400,  5562746,    1088303,     15140
 71401,  5562407,    1088251,      7652
 71402,  5561792,    1088074,      7970
 71403,  5562669,    1088308,      7700
 71404,  5562922,    1088356,      7554
 71405,  5562928,    1088339,      8281
 71406,  5563559,    1088471,      7545
 71407,  5563632,    1088529,      8718
 71408,  5564008,    1088626,      7539
 71409,  5563473,    1088495,      7598
 71410,  5564244,    1088663,      7551
 71411,  5563446,    1088445,      7561
 71412,  5563248,    1088376,      7561
 71413,  5563777,    1088540,      9770
 71414,  5562650,    1088231,      7670
 71415,  5563609,    1088415,      8565
 71416,  5564747,    1088741,      7539
 71417,  5563993,    1088543,      9084
 71418,  5564200,    1088601,      8855
 71419,  5564105,    1088585,      8212
 71420,  5563403,    1088358,     17032
 71421,  5563451,    1088389,      7897
 71422,  5565148,    1088782,      8892
 71423,  5564699,    1088691,      8061
 71424,  5565037,    1088817,      9053
 71425,  5565315,    1088853,      7573
 71426,  5565530,    1088895,      8689
 71427,  5564862,    1088703,      7558
 71428,  5564647,    1088638,      8233
 71429,  5565123,    1088780,      7543
